02/07/2022,BEST BUY #634     _F,,20.65,78.36
02/07/2022,THE E JUICE GAL   _F,16.93,,61.43
02/14/2022,PIZZA PIZZA # 6   _F,5.07,,56.36
02/16/2022,CANADA           PAY,,458.56,514.92
02/16/2022,WATERSHED 144     _F,4.24,,510.68
02/16/2022,SEND E-TFR ***4sU   ,12.00,,498.68
02/16/2022,SKIPTHEDISHES     _V,32.94,,465.74
02/17/2022,PIZZA PIZZA LTD   _V,25.24,,440.50
02/17/2022,SKIPTHEDISHES     _V,22.99,,417.51
02/17/2022,SKIPTHEDISHES     _V,17.84,,399.67
02/18/2022,SKIPTHEDISHES     _V,32.94,,366.73
02/18/2022,SKIPTHEDISHES     _V,10.69,,356.04
02/22/2022,SKIPTHEDISHES     _V,21.29,,334.75
02/28/2022,SKIPTHEDISHES     _V,32.94,,301.81
02/28/2022,SKIPTHEDISHES     _V,23.34,,278.47
02/28/2022,SEND E-TFR ***Rys   ,100.00,,178.47
02/28/2022,PIZZA PIZZA # 6     ,24.21,,154.26
03/01/2022,SKIPTHEDISHES     _V,35.50,,118.76
03/02/2022,CANADA           PAY,,571.29,690.05
03/02/2022,SKIPTHEDISHES     _V,29.45,,660.60
03/02/2022,SKIPTHEDISHES     _V,8.60,,652.00
03/03/2022,E-TRANSFER ***Stb   ,,300.00,952.00
03/03/2022,LRNTN UNIV   U6X6L8 ,300.00,,652.00
03/03/2022,JUICE ON THE LO   _F,18.07,,633.93
03/03/2022,CANNA CABANA        ,104.05,,529.88
03/03/2022,MCDONALD'S #311   _F,14.89,,514.99
03/03/2022,SKIPTHEDISHES     _V,22.55,,492.44
03/04/2022,SKIPTHEDISHES     _V,29.45,,462.99
03/04/2022,LRNTN UNIV   W2H9H6 ,53.21,,409.78
03/07/2022,SKIPTHEDISHES     _V,29.45,,380.33
03/07/2022,SKIPTHEDISHES     _V,19.05,,361.28
03/07/2022,SKIPTHEDISHES     _V,29.45,,331.83
03/07/2022,SKIPTHEDISHES     _V,22.57,,309.26
03/07/2022,SKIPTHEDISHES     _V,22.55,,286.71
03/07/2022,SEND E-TFR ***6eC   ,28.20,,258.51
03/08/2022,SEND E-TFR ***hdn   ,9.50,,249.01
03/08/2022,SKIPTHEDISHES     _V,22.55,,226.46
03/09/2022,NON-TD ATM W/D      ,123.00,,103.46
03/09/2022,LCBO/RAO #0287    _F,22.55,,80.91
03/10/2022,SKIPTHEDISHES     _V,29.45,,51.46
03/10/2022,CANNA CABANA      _F,33.55,,17.91
03/10/2022,E-TRANSFER ***rF2   ,,70.00,87.91
03/11/2022,SKIPTHEDISHES     _V,29.45,,58.46
03/14/2022,SKIPTHEDISHES     _V,29.45,,29.01
03/14/2022,SKIPTHEDISHES     _V,18.05,,10.96
03/16/2022,CANADA           PAY,,571.29,582.25
03/16/2022,SKIPTHEDISHES     _V,29.45,,552.80
03/16/2022,SKIPTHEDISHES     _V,17.05,,535.75
03/17/2022,SKIPTHEDISHES     _V,12.40,,523.35
03/17/2022,DD                _V,19.58,,503.77
03/17/2022,SKIPTHEDISHES     _V,17.05,,486.72
03/18/2022,SKIPTHEDISHES     _V,32.50,,454.22
03/21/2022,DD                _V,18.39,,435.83
03/21/2022,SKIPTHEDISHES     _V,24.45,,411.38
03/21/2022,AIRBNB * H  375.98_V,375.98,,35.40
03/21/2022,E-TRANSFER ***FYC   ,,50.00,85.40
03/21/2022,SKIPTHEDISHES     _V,31.79,,53.61
03/21/2022,SKIPTHEDISHES     _V,29.45,,24.16
03/21/2022,CANNA CABANA      _F,22.36,,1.80
03/22/2022,E-TRANSFER ***Jhr   ,,150.00,151.80
03/22/2022,SKIPTHEDISHES     _V,29.45,,122.35
03/23/2022,SKIPTHEDISHES     _V,22.55,,99.80
03/24/2022,SKIPTHEDISHES     _V,22.55,,77.25
03/25/2022,E-TRANSFER ***jeg   ,,500.00,577.25
03/25/2022,SKIPTHEDISHES     _V,29.45,,547.80
03/28/2022,LAURENTIAN UNIV   _V,2.00,,545.80
03/28/2022,THAI EXPRESS      _M,34.42,,511.38
03/28/2022,NYX ECIGS BATHU   _F,21.46,,489.92
03/28/2022,SQ *FONDA BALAM   _M,46.67,,443.25
03/28/2022,UBER CANADA       _V,11.46,,431.79
03/28/2022,NON-TD ATM W/D      ,42.99,,388.80
03/28/2022,UBER* PENDING     _V,27.35,,361.45
03/28/2022,UBER CANADA       _V,15.77,,345.68
03/28/2022,E-TRANSFER ***EPw   ,,50.00,395.68
03/28/2022,SQ *FRONT LINEZ   _V,30.20,,365.48
03/28/2022,SQ *FRONT LINEZ   _F,25.99,,339.49
03/28/2022,LCBO/RAO #0015    _F,35.90,,303.59
03/29/2022,UBER CANADA       _V,13.20,,290.39
03/29/2022,DALDONGNAE #4     _F,49.94,,240.45
03/29/2022,SKIPTHEDISHES     _V,36.72,,203.73
03/29/2022,UBER* TR REV 03/28_V,,27.35,231.08
03/29/2022,UBER* TRIP        _V,25.98,,205.10
03/29/2022,CHUBBYS JAMAICA   _F,78.11,,126.99
03/30/2022,WINE RACK 330     _F,22.55,,104.44
03/30/2022,CANADA           PAY,,571.29,675.73
03/30/2022,FOGTOWN FLOWER      ,40.68,,635.05
03/30/2022,RACHELS COFFEE    _F,17.00,,618.05
03/30/2022,KINGKONG TTEOKB   _F,40.25,,577.80
03/30/2022,TRESTLE BREWING   _F,42.68,,535.12
03/30/2022,SUNRISE INN - P   _F,120.70,,414.42
03/31/2022,JUICE ON THE LO   _F,16.94,,397.48
03/31/2022,SUKHDEV RESTAUR     ,27.07,,370.41
03/31/2022,WITHDRAWAL FEES     ,48.75,,321.66
03/31/2022,OTHER BANK FEES     ,4.00,,317.66
04/01/2022,CANNA CABANA      _F,32.53,,285.13
04/01/2022,WINE RACK 169     _F,22.55,,262.58
04/04/2022,NON-TD ATM W/D      ,64.00,,198.58
04/04/2022,LCBO/RAO #0407    _F,48.20,,150.38
04/05/2022,CANADA           GST,,74.75,225.13
04/05/2022,SKIPTHEDISHES     _V,26.10,,199.03
04/06/2022,JUICE ON THE LO   _F,33.88,,165.15
04/06/2022,SKIPTHEDISHES     _V,22.55,,142.60
04/06/2022,SKIPTHEDISHES     _V,10.58,,132.02
04/06/2022,SEND E-TFR ***uAX   ,8.50,,123.52
04/07/2022,SKIPTHEDISHES     _V,26.10,,97.42
04/07/2022,WINE RACK 169     _F,42.60,,54.82
04/11/2022,SKIPTHEDISHES     _V,22.55,,32.27
04/11/2022,NON-TD ATM W/D      ,23.75,,8.52
04/13/2022,CANADA           PAY,,571.29,579.81
04/13/2022,WINE RACK 169     _F,22.55,,557.26
04/13/2022,CANNA CABANA      _M,32.53,,524.73
04/14/2022,LRNTN UNIV   W6K3K7 ,500.00,,24.73
04/14/2022,SKIPTHEDISHES     _V,22.55,,2.18
04/27/2022,CANADA           PAY,,571.29,573.47
04/27/2022,URIDE             _V,19.22,,554.25
04/27/2022,URIDE             _V,0.39,,553.86
04/27/2022,MCDONALD'S #311   _M,7.67,,546.19
04/27/2022,CANNA CABANA      _F,34.34,,511.85
04/27/2022,JUICE ON THE LO   _F,20.33,,491.52
04/27/2022,URIDE             _V,18.85,,472.67
04/27/2022,URIDE             _V,0.15,,472.52
04/27/2022,SKIPTHEDISHES     _V,24.15,,448.37
04/27/2022,LICKS HOMEBURGE   _F,18.62,,429.75
04/29/2022,Sony Inter   24.17_V,24.17,,405.58
04/29/2022,SOBEYS #865         ,20.29,,385.29
04/29/2022,WITHDRAWAL FEES     ,3.75,,381.54
04/29/2022,OTHER BANK FEES     ,4.00,,377.54
05/02/2022,PEARL CONVENIEN   _F,22.60,,354.94
05/02/2022,PIZZA DEPOT BRA   _F,5.75,,349.19
05/02/2022,CANNABIS XPRESS   _F,39.54,,309.65
05/03/2022,SOBEYS #865       _F,10.64,,299.01
05/03/2022,THE INDIAN STRE   _F,1.70,,297.31
05/05/2022,SOBEYS #865       _F,33.01,,264.30
05/05/2022,DAISY MART        _F,20.33,,243.97
05/05/2022,KFC/TACO BELL     _F,10.95,,233.02
05/05/2022,SOBEYS #865       _F,3.40,,229.62
05/06/2022,SOBEYS #865         ,3.40,,226.22
05/06/2022,SOBEYS #865       _F,17.75,,208.47
05/06/2022,RICK'S KITCHEN    _F,7.32,,201.15
05/06/2022,BOAR N WING SPO   _M,38.13,,163.02
05/09/2022,DAISY MART        _F,11.30,,151.72
05/09/2022,CANNABIS XPRESS   _F,39.54,,112.18
05/09/2022,AVO CONVENIENCE   _F,14.99,,97.19
05/09/2022,SOBEYS #865       _F,18.59,,78.60
05/09/2022,SOBEYS #865       _M,1.13,,77.47
05/09/2022,ONLYFANS.C    9.04_V,12.09,,65.38
05/09/2022,PEARL CONVENIEN   _F,22.60,,42.78
05/09/2022,SOBEYS #865       _M,21.50,,21.28
05/10/2022,LCBO/RAO #470     _F,18.45,,2.83
05/11/2022,CANADA           PAY,,364.07,366.90
05/12/2022,CANNABIS XPRESS   _M,37.28,,329.62
05/12/2022,CITY SOUTH PIZZ   _M,4.86,,324.76
05/12/2022,ONLYFANS.C   14.13_V,19.13,,305.63
05/13/2022,THE INDIAN STRE   _F,7.90,,297.73
05/13/2022,SOBEYS #865         ,23.35,,274.38
05/16/2022,LICKS HOMEBURGE   _M,19.20,,255.18
05/16/2022,SKIPTHEDISHES     _V,26.10,,229.08
05/16/2022,SH VENDING80036   _M,1.90,,227.18
05/16/2022,SH VENDING80036   _M,3.65,,223.53
05/16/2022,LOCKERBY TRANSP   _M,40.25,,183.28
05/16/2022,TIM HORTONS #30   _M,8.99,,174.29
05/16/2022,P.B. YORKDALE     _M,39.09,,135.20
05/16/2022,PEARL CONVENIEN   _F,22.60,,112.60
05/16/2022,THE INDIAN STRE   _M,7.90,,104.70
05/16/2022,CANNABIS XPRESS   _F,40.67,,64.03
05/18/2022,SOBEYS #865       _M,13.95,,50.08
05/18/2022,SOBEYS #865       _M,4.69,,45.39
05/19/2022,PEARL CONVENIEN   _M,22.60,,22.79
05/19/2022,LCBO/RAO #0171    _F,3.10,,19.69
05/24/2022,SKIPTHEDISHES     _V,17.75,,1.94
05/25/2022,CANADA           PAY,,61.59,63.53
05/25/2022,CANADA           PAY,,978.51,1042.04
05/25/2022,SEND E-TFR ***TTr   ,400.00,,642.04
05/25/2022,SKIPTHEDISHES     _V,22.55,,619.49
05/25/2022,SHOPPERS DRUG M   _F,85.08,,534.41
05/25/2022,ROSE APPLE ASIA     ,80.60,,453.81
05/25/2022,CANNA CABANA      _F,6.43,,447.38
05/27/2022,HIGHLIFE SUDBUR   _F,1.13,,446.25
05/27/2022,FAMOUS PLAYER #   _F,24.37,,421.88
05/27/2022,SHOPPERS DRUG M   _F,62.85,,359.03
05/27/2022,CANNA CABANA      _F,53.57,,305.46
05/30/2022,POPEYES #13854    _M,19.75,,285.71
05/30/2022,LCBO/RAO #0050    _M,15.45,,270.26
05/30/2022,JUICE ON THE LO   _F,20.33,,249.93
05/30/2022,THAI EXPRESS      _M,30.13,,219.80
05/31/2022,SHOPPERS DRUG M   _M,5.57,,214.23
05/31/2022,CANNA CABANA        ,34.06,,180.17
05/31/2022,REHAN'S YIG #16   _F,53.58,,126.59
05/31/2022,POPEYES #13854    _F,16.93,,109.66
06/01/2022,SKIPTHEDISHES     _V,22.55,,87.11
06/02/2022,SKIPTHEDISHES     _V,22.55,,64.56
06/03/2022,NON-TD ATM W/D      ,43.00,,21.56
06/03/2022,SH VENDING80036   _M,2.65,,18.91
06/03/2022,SKIPTHEDISHES     _V,18.35,,0.56
06/07/2022,E-TRANSFER ***QEY   ,,40.00,40.56
06/07/2022,TD ATM W/D    004914,40.00,,0.56
06/08/2022,CANADA           PAY,,1083.97,1084.53
06/08/2022,SKIPTHEDISHES     _V,22.55,,1061.98
06/08/2022,URIDE             _V,25.86,,1036.12
06/08/2022,JUICE ON THE LO   _F,22.59,,1013.53
06/08/2022,MCDONALD'S #311   _F,11.97,,1001.56
06/08/2022,URIDE             _V,24.79,,976.77
06/08/2022,THE BEER STORE    _F,3.10,,973.67
06/09/2022,URIDE    REV 06/08_V,,25.86,999.53
06/09/2022,URIDE             _V,22.96,,976.57
06/09/2022,URIDE    REV 06/08_V,,24.79,1001.36
06/09/2022,URIDE             _V,19.15,,982.21
06/09/2022,E-TRANSFER ***K4C   ,,3000.00,3982.21
06/09/2022,LRNTN UNIV   H2X6K6 ,3000.00,,982.21
06/09/2022,SKIPTHEDISHES     _V,17.55,,964.66
06/09/2022,SKIPTHEDISHES     _V,16.55,,948.11
06/10/2022,E-TRANSFER ***F6n   ,,3000.00,3948.11
06/10/2022,LRNTN UNIV   H5X2A4 ,2500.00,,1448.11
06/10/2022,SKIPTHEDISHES     _V,22.55,,1425.56
06/10/2022,LRNTN UNIV   H5Y2L8 ,245.00,,1180.56
06/10/2022,SKIPTHEDISHES     _V,41.29,,1139.27
06/10/2022,CANNA CABANA      _F,33.27,,1106.00
06/13/2022,GIANT TIGER # 2   _F,110.01,,995.99
06/13/2022,REHAN'S YIG #16     ,120.08,,875.91
06/13/2022,WINE RACK 169     _F,15.45,,860.46
06/13/2022,JUICE ON THE LO   _F,18.07,,842.39
06/13/2022,CANNA CABANA      _F,42.53,,799.86
06/13/2022,FOOD BASICS  63     ,30.24,,769.62
06/13/2022,SH VENDING80036   _M,2.65,,766.97
06/14/2022,POPEYES #13854    _F,19.75,,747.22
06/14/2022,HIGHLIFE SUDBUR   _F,28.24,,718.98
06/15/2022,SKIPTHEDISHES     _V,22.55,,696.43
06/15/2022,SKIPTHEDISHES     _V,22.55,,673.88
06/15/2022,SKIPTHEDISHES     _V,,22.55,696.43
06/16/2022,SKIPTHEDISHES     _V,22.55,,673.88
06/17/2022,SKIPTHEDISHES     _V,21.60,,652.28
06/17/2022,TIM HORTONS #10   _M,4.19,,648.09
06/20/2022,PEARL CONVENIEN   _M,22.60,,625.49
06/20/2022,CONVENIENCE S     _M,16.00,,609.49
06/20/2022,CANNABIS XPRESS   _F,38.41,,571.08
06/20/2022,LRNTN UNIV   L5H5L2 ,362.55,,208.53
06/21/2022,TD ATM W/D    000423,50.00,,158.53
06/21/2022,SOBEYS #865       _F,21.44,,137.09
06/22/2022,CANADA           PAY,,1083.96,1221.05
06/22/2022,MCDONALD'S #291   _F,13.89,,1207.16
06/23/2022,AMZN Mktp CA      _V,316.95,,890.21
06/23/2022,SKIPTHEDISHES     _V,22.55,,867.66
06/23/2022,JUICE ON THE LO   _F,21.46,,846.20
06/24/2022,REHAN'S YIG #16     ,300.93,,545.27
06/24/2022,WINE RACK 169     _F,22.55,,522.72
06/27/2022,POPEYES #13854    _M,18.61,,504.11
06/27/2022,GIANT TIGER # 2   _F,76.68,,427.43
06/27/2022,LCBO/RAO #0407    _F,26.00,,401.43
06/27/2022,SKIPTHEDISHES     _V,22.55,,378.88
06/27/2022,WINE RACK 169     _M,15.45,,363.43
06/29/2022,DI GUSTO PIZZA      ,122.21,,241.22
06/30/2022,REHAN'S YIG #16   _M,26.90,,214.32
06/30/2022,REHAN'S YIG #16   _F,1.99,,212.33
06/30/2022,WINE RACK 169     _F,22.55,,189.78
06/30/2022,Sony Inter   11.29_V,11.29,,178.49
06/30/2022,OTHER BANK FEES     ,2.00,,176.49
07/04/2022,REHAN'S YIG #16   _M,9.54,,166.95
07/04/2022,WINE RACK 169     _M,29.65,,137.30
07/04/2022,CANNA CABANA      _F,31.00,,106.30
07/04/2022,REHAN'S YIG #16   _F,12.01,,94.29
07/04/2022,WINE RACK 169     _F,30.55,,63.74
07/04/2022,TIM HORTONS #00   _F,2.72,,61.02
07/04/2022,SKIPTHEDISHES     _V,26.10,,34.92
07/05/2022,WINE RACK 169     _M,26.10,,8.82
07/06/2022,CANADA           PAY,,1083.98,1092.80
07/06/2022,OKINAWA SUSHI     _F,104.46,,988.34
07/07/2022,SKIPTHEDISHES     _V,29.65,,958.69
07/07/2022,SKIPTHEDISHES     _V,24.59,,934.10
07/07/2022,        EQ BANK  FTD,200.00,,734.10
07/08/2022,SKIPTHEDISHES     _V,29.65,,704.45
07/11/2022,SKIPTHEDISHES     _V,24.65,,679.80
07/11/2022,SHOPPERS DRUG M   _M,19.55,,660.25
07/11/2022,POPEYES #13854    _M,11.29,,648.96
07/11/2022,SKIPTHEDISHES     _V,26.10,,622.86
07/11/2022,SEND E-TFR ***Nst   ,45.00,,577.86
07/11/2022,Highlife Cannab   _V,43.17,,534.69
07/11/2022,SKIPTHEDISHES     _V,29.65,,505.04
07/11/2022,TD ATM W/D    007609,40.00,,465.04
07/11/2022,THE PITA PIT        ,12.76,,452.28
07/11/2022,URIDE             _V,24.67,,427.61
07/12/2022,URIDE    REV 07/11_V,,24.67,452.28
07/12/2022,URIDE             _V,20.50,,431.78
07/12/2022,SKIPTHEDISHES     _V,26.10,,405.68
07/13/2022,SKIPTHEDISHES     _V,22.55,,383.13
07/14/2022,SKIPTHEDISHES     _V,22.55,,360.58
07/14/2022,7 STAR DUMPLING   _M,32.75,,327.83
07/18/2022,NON-TD ATM W/D      ,23.00,,304.83
07/18/2022,SH VENDING80036   _M,2.65,,302.18
07/18/2022,SH VENDING80036   _M,2.65,,299.53
07/18/2022,SEND E-TFR ***5eK   ,30.00,,269.53
07/18/2022,VESPA ST KITCHE   _M,36.13,,233.40
07/18/2022,VESPA ST KITCHE   _M,6.76,,226.64
07/18/2022,WINE RACK 169     _M,37.70,,188.94
07/18/2022,SQ *ECLOUDZ       _F,25.98,,162.96
07/19/2022,Five Guys         _M,31.14,,131.82
07/20/2022,CANADA           PAY,,941.39,1073.21
07/20/2022,REHAN'S YIG #16   _M,29.37,,1043.84
07/20/2022,WINE RACK 169     _M,30.60,,1013.24
07/21/2022,SEND E-TFR ***G6n   ,5.00,,1008.24
07/21/2022,SUB WORLD         _M,30.15,,978.09
07/21/2022,WINE RACK 169     _M,37.00,,941.09
07/21/2022,        EQ BANK  FTD,300.00,,641.09
07/22/2022,MARY BROWNS #62   _M,12.75,,628.34
07/22/2022,REHAN'S YIG #16   _M,7.00,,621.34
07/22/2022,WINE RACK 169     _M,34.90,,586.44
07/25/2022,WINE RACK 169     _M,28.90,,557.54
07/25/2022,CANNA CABANA      _M,34.34,,523.20
07/25/2022,Highlife Cannab   _V,27.11,,496.09
07/26/2022,GINGERSNAP    1.00_V,1.00,,495.09
07/26/2022,SHOPPERS DRUG M   _M,22.59,,472.50
07/27/2022,Highlife Cannab   _V,27.11,,445.39
07/28/2022,SH VENDING80036   _M,2.40,,442.99
07/28/2022,WINE RACK 169     _M,23.50,,419.49
07/28/2022,KFC #1533         _M,22.35,,397.14
07/29/2022,Highlife Cannab   _V,27.11,,370.03
07/29/2022,Subway            _M,32.39,,337.64
07/29/2022,OTHER BANK FEES     ,2.00,,335.64
08/02/2022,SKIPTHEDISHES     _V,23.14,,312.50
08/02/2022,AMZN Mktp CA      _V,124.84,,187.66
08/02/2022,NEW BURGER PLAN   _V,17.52,,170.14
08/02/2022,JUICE ON THE LO   _M,11.29,,158.85
08/02/2022,WATERSHED 144     _M,8.75,,150.10
08/02/2022,D   A FINE MEAT   _M,22.26,,127.84
08/02/2022,REHAN'S YIG #16   _M,27.81,,100.03
08/02/2022,JUICE ON THE LO   _M,11.29,,88.74
08/02/2022,SKIPTHEDISHES     _V,22.55,,66.19
08/03/2022,CANADA           PAY,,1083.86,1150.05
08/03/2022,UBER* EATS PEND   _V,20.32,,1129.73
08/03/2022,DI GUSTO PIZZA    _F,133.85,,995.88
08/04/2022,Highlife Cannab   _V,27.11,,968.77
08/05/2022,REHAN'S YIG #16   _M,11.97,,956.80
08/05/2022,WINE RACK 169     _M,30.60,,926.20
08/05/2022,JUICE ON THE LO   _M,11.29,,914.91
08/08/2022,SKIPTHEDISHES     _V,29.65,,885.26
08/08/2022,Highlife Cannab   _V,27.11,,858.15
08/08/2022,SH VENDING80036   _M,2.65,,855.50
08/08/2022,REHAN'S YIG #16   _M,126.73,,728.77
08/08/2022,WINE RACK 169     _M,24.45,,704.32
08/08/2022,BOOSTER JUICE #   _M,9.54,,694.78
08/08/2022,KFC #1533         _M,11.18,,683.60
08/08/2022,Highlife Cannab   _V,31.90,,651.70
08/08/2022,SKIPTHEDISHES     _V,22.55,,629.15
08/08/2022,UBER CANADA       _V,15.21,,613.94
08/08/2022,JUICE ON THE LO   _F,21.46,,592.48
08/08/2022,URIDE             _V,23.38,,569.10
08/09/2022,URIDE    REV 08/08_V,,23.38,592.48
08/09/2022,URIDE             _V,20.15,,572.33
08/09/2022,SKIPTHEDISHES     _V,22.55,,549.78
08/10/2022,SKIPTHEDISHES     _V,22.55,,527.23
08/11/2022,SKIPTHEDISHES     _V,25.05,,502.18
08/11/2022,UBER* EATS PEND   _V,29.71,,472.47
08/12/2022,SKIPTHEDISHES     _V,20.05,,452.42
08/12/2022,UBER CANADA       _V,13.33,,439.09
08/15/2022,JUICE ON THE LO   _M,14.68,,424.41
08/15/2022,WINE RACK 169     _M,17.95,,406.46
08/15/2022,THE LAUGHING BU   _M,39.64,,366.82
08/15/2022,SKIPTHEDISHES     _V,25.05,,341.77
08/15/2022,SKIPTHEDISHES     _V,35.86,,305.91
08/15/2022,SKIPTHEDISHES     _V,25.05,,280.86
08/16/2022,UBER CANADA       _V,19.87,,260.99
08/16/2022,JUICE ON THE LO   _M,21.46,,239.53
08/16/2022,WINE RACK 169     _M,21.50,,218.03
08/16/2022,Highlife Cannab   _V,27.11,,190.92
08/17/2022,CANADA           PAY,,225.48,416.40
08/17/2022,CANADA           PAY,,819.54,1235.94
08/17/2022,SKIPTHEDISHES     _V,25.05,,1210.89
08/17/2022,UBER CANADA       _V,16.92,,1193.97
08/18/2022,SEND E-TFR ***Rmf   ,5.00,,1188.97
08/18/2022,SEND E-TFR ***tVJ   ,5.00,,1183.97
08/18/2022,SKIPTHEDISHES     _V,25.05,,1158.92
08/18/2022,UBER* EATS PEND   _V,27.45,,1131.47
08/18/2022,        EQ BANK  FTD,300.00,,831.47
08/19/2022,NON-TD ATM W/D      ,23.00,,808.47
08/19/2022,JUICE ON THE LO   _M,14.68,,793.79
08/19/2022,WINE RACK 169     _M,39.45,,754.34
08/19/2022,Store             _M,12.42,,741.92
08/19/2022,URIDE             _V,17.62,,724.30
08/22/2022,URIDE    REV 08/19_V,,17.62,741.92
08/22/2022,URIDE             _V,13.74,,728.18
08/22/2022,UBER* EATS PEND   _V,22.45,,705.73
08/22/2022,SKIPTHEDISHES     _V,35.86,,669.87
08/22/2022,SKIPTHEDISHES     _V,28.60,,641.27
08/22/2022,UBER CANADA       _V,28.45,,612.82
08/22/2022,SKIPTHEDISHES     _V,43.69,,569.13
08/22/2022,SH VENDING80036   _M,2.40,,566.73
08/22/2022,SKIPTHEDISHES     _V,18.71,,548.02
08/23/2022,OKINAWA SUSHI     _M,111.70,,436.32
08/23/2022,JUICE ON THE LO   _M,21.46,,414.86
08/24/2022,FIVE GUYS BURGE   _V,20.42,,394.44
08/24/2022,THE BARBER SHOP   _M,39.29,,355.15
08/24/2022,LCBO/RAO #652     _M,22.45,,332.70
08/24/2022,A W #4598         _M,15.01,,317.69
